# idx stamp x y z qx qy qz qw yaw pcd_file
57 1778824313.975547314 -2.811559 -6.703851 -0.673310 0.156261923 0.051951150 -0.585097292 0.794068290 -1.243537216 keyframe_000057.pcd
58 1778824314.075478792 -2.781396 -6.833508 -0.658444 0.143611108 0.027794697 -0.586468214 0.796654466 -1.247345667 keyframe_000058.pcd
59 1778824314.175394058 -2.748400 -6.963224 -0.663953 0.158324269 0.031920178 -0.578729759 0.799366245 -1.226537280 keyframe_000059.pcd
60 1778824314.275530577 -2.721476 -7.086278 -0.653628 0.146900824 0.024271883 -0.584023542 0.797964615 -1.240947740 keyframe_000060.pcd
61 1778824314.375414133 -2.690156 -7.205492 -0.659883 0.156288434 0.041795449 -0.584112134 0.795386749 -1.240467686 keyframe_000061.pcd
62 1778824314.475380659 -2.654947 -7.322708 -0.645129 0.137844869 0.023887992 -0.587972426 0.796691020 -1.251618908 keyframe_000062.pcd
63 1778824314.575421095 -2.612246 -7.442138 -0.646956 0.161092518 0.037629244 -0.576442109 0.800217305 -1.220541831 keyframe_000063.pcd
64 1778824314.675455809 -2.569373 -7.563956 -0.629598 0.150404161 0.029192620 -0.580765423 0.799523547 -1.232420787 keyframe_000064.pcd
65 1778824314.775093079 -2.519142 -7.688891 -0.633662 0.158470706 0.043287395 -0.579901060 0.797952378 -1.229662794 keyframe_000065.pcd
66 1778824314.875524521 -2.478309 -7.794646 -0.612731 0.137480705 0.032229443 -0.584862781 0.798746422 -1.243891219 keyframe_000066.pcd
67 1778824314.975360394 -2.438629 -7.907530 -0.604419 0.153634855 0.037458835 -0.576383645 0.801732537 -1.221187407 keyframe_000067.pcd
68 1778824315.075347662 -2.407190 -8.035014 -0.581263 0.154385928 0.027429578 -0.575637072 0.802530103 -1.219246088 keyframe_000068.pcd
69 1778824315.174387693 -2.370833 -8.162927 -0.575405 0.157391387 0.050118148 -0.576812119 0.800002439 -1.222329183 keyframe_000069.pcd
70 1778824315.275425434 -2.337844 -8.297292 -0.569919 0.146196488 0.043305163 -0.581867561 0.798862561 -1.235911348 keyframe_000070.pcd
71 1778824315.375121355 -2.294606 -8.427303 -0.576384 0.145966026 0.040581958 -0.578117115 0.801765318 -1.226399944 keyframe_000071.pcd
72 1778824315.475448847 -2.260949 -8.558718 -0.558888 0.153242966 0.029239942 -0.572680834 0.804797044 -1.211972732 keyframe_000072.pcd
73 1778824315.575496912 -2.220778 -8.694507 -0.553455 0.150052961 0.045692458 -0.574879469 0.803062827 -1.218067440 keyframe_000073.pcd
74 1778824315.675339699 -2.169668 -8.827021 -0.543762 0.141402241 0.042351056 -0.580343171 0.800883011 -1.232513228 keyframe_000074.pcd
75 1778824315.774326086 -2.119911 -8.956152 -0.540472 0.138781707 0.047272445 -0.577965896 0.802782895 -1.227081847 keyframe_000075.pcd
76 1778824315.875391722 -2.082507 -9.052356 -0.528073 0.140534026 0.043114207 -0.573518355 0.805895806 -1.215554403 keyframe_000076.pcd
77 1778824316.074275970 -2.032897 -9.160219 -0.543938 0.138476461 0.038084316 -0.574976829 0.805466015 -1.219211553 keyframe_000077.pcd
78 1778824316.375062943 -1.988338 -9.288622 -0.560626 0.149887757 0.037648429 -0.565911837 0.809851869 -1.195515741 keyframe_000078.pcd
79 1778824316.575406551 -1.956091 -9.432618 -0.536104 0.145358668 0.013150004 -0.566120187 0.811298878 -1.197126673 keyframe_000079.pcd
80 1778824316.775364399 -1.905150 -9.612725 -0.506900 0.140393223 0.037697965 -0.570455751 0.808361827 -1.207766070 keyframe_000080.pcd
81 1778824316.875264645 -1.871580 -9.709363 -0.502004 0.139661312 0.032696279 -0.566736940 0.811316776 -1.198563079 keyframe_000081.pcd
82 1778824317.073470592 -1.808251 -9.885738 -0.489417 0.142125186 0.024411598 -0.563298549 0.813571908 -1.189961952 keyframe_000082.pcd
83 1778824317.271649837 -1.730586 -10.048712 -0.478647 0.132294457 0.037633592 -0.567910450 0.811516858 -1.202249222 keyframe_000083.pcd
84 1778824317.475283384 -1.662394 -10.224851 -0.487645 0.128236827 0.039155359 -0.561162492 0.816773428 -1.186047074 keyframe_000084.pcd
85 1778824317.675182104 -1.631392 -10.384344 -0.465285 0.135296252 0.025122917 -0.560309326 0.816772442 -1.183242907 keyframe_000085.pcd
86 1778824317.873425245 -1.575319 -10.552101 -0.442074 0.130394132 0.031738797 -0.562883093 0.815568907 -1.189943766 keyframe_000086.pcd
87 1778824318.073202372 -1.500954 -10.727099 -0.426489 0.136847647 0.017663521 -0.558267607 0.818106350 -1.178386692 keyframe_000087.pcd
88 1778824318.271486521 -1.427554 -10.903591 -0.405807 0.134873998 0.035310221 -0.562758122 0.814779412 -1.189241752 keyframe_000088.pcd
89 1778824318.375272751 -1.386181 -10.999242 -0.401022 0.127231380 0.027458764 -0.561133652 0.817427193 -1.185945222 keyframe_000089.pcd
90 1778824318.475350142 -1.344331 -11.101936 -0.407979 0.137066293 0.032873715 -0.554853456 0.819920601 -1.169632463 keyframe_000090.pcd
91 1778824318.675190926 -1.275766 -11.288073 -0.392395 0.132067196 0.042155465 -0.556654954 0.819094887 -1.174686547 keyframe_000091.pcd
92 1778824318.873335361 -1.204579 -11.471390 -0.370626 0.133839791 0.030479844 -0.555445912 0.820144944 -1.171409559 keyframe_000092.pcd
93 1778824319.075385571 -1.154156 -11.654149 -0.352006 0.137927361 0.025845342 -0.551287104 0.822429687 -1.160975193 keyframe_000093.pcd
94 1778824319.275259495 -1.122763 -11.815556 -0.334456 0.127298130 0.034973653 -0.553459711 0.822346872 -1.167200570 keyframe_000094.pcd
95 1778824319.475145102 -1.074067 -11.938336 -0.347412 0.131351750 0.032798707 -0.549068087 0.824739473 -1.156111457 keyframe_000095.pcd
96 1778824319.775051594 -1.004341 -12.017092 -0.331556 0.131683070 0.015820502 -0.541763213 0.830001146 -1.139002842 keyframe_000096.pcd
97 1778824320.475222588 -0.943614 -12.103739 -0.332906 0.125098373 0.016449817 -0.546834059 0.827678870 -1.151720437 keyframe_000097.pcd
98 1778824320.675228357 -0.897281 -12.203037 -0.325174 0.124608730 0.023360109 -0.537084671 0.833946657 -1.128036635 keyframe_000098.pcd
99 1778824322.075340748 -0.832534 -12.290202 -0.297361 0.122631513 0.022242834 -0.542963172 0.830456358 -1.142361310 keyframe_000099.pcd
100 1778824322.475219727 -0.772436 -12.411312 -0.281644 0.116821520 0.007926885 -0.534761055 0.836851547 -1.123995860 keyframe_000100.pcd
101 1778824322.675276041 -0.721683 -12.515463 -0.278594 0.115384084 0.006289502 -0.522055955 0.845047061 -1.094156552 keyframe_000101.pcd
