id,x,y,yaw,v
0,-0.004225,-0.014641,0.005787,0.200
1,0.429637,-0.041896,-0.021453,0.200
2,0.863118,-0.054337,-0.009127,0.200
3,1.350552,-0.067589,-0.014648,0.200
4,1.763231,-0.081313,0.000763,0.200
