wall_time,local_time,x,y,route_progress_m,cross_track_m,signed_cross_track_m,heading_error_vs_csv_yaw_deg,odom_stamp_age_ms
1784986367.321583,2026-07-25T21:32:47.321+08:00,57.468389,0.280461,57.623724,0.016129,0.016129,0.854284,333.640
1784986367.514821,2026-07-25T21:32:47.514+08:00,57.514232,0.274340,57.669665,0.021456,0.021456,0.435052,427.518
1784986367.621344,2026-07-25T21:32:47.621+08:00,57.554911,0.253788,57.714146,0.011525,0.011525,0.558912,434.681
1784986367.721118,2026-07-25T21:32:47.721+08:00,57.648654,0.221607,57.812922,0.003357,0.003357,0.572426,335.735
1784986367.821231,2026-07-25T21:32:47.821+08:00,57.685979,0.207651,57.852532,0.001003,-0.001003,0.729549,336.488
1784986367.971210,2026-07-25T21:32:47.971+08:00,57.733520,0.188237,57.903673,0.007592,-0.007592,0.804536,387.106
1784986368.121653,2026-07-25T21:32:48.121+08:00,57.789959,0.176741,57.961068,0.002772,-0.002772,0.663766,438.190
1784986368.221144,2026-07-25T21:32:48.221+08:00,57.881041,0.141906,58.058268,0.010621,-0.010621,0.212238,338.961
1784986368.321146,2026-07-25T21:32:48.321+08:00,57.925945,0.120766,58.107302,0.018296,-0.018296,0.280470,339.602
1784986368.421286,2026-07-25T21:32:48.421+08:00,57.973985,0.107282,58.157196,0.017744,-0.017744,0.155484,340.383
1784986368.571453,2026-07-25T21:32:48.571+08:00,58.023586,0.109049,58.204303,0.002116,-0.002116,0.459789,391.190
1784986368.721175,2026-07-25T21:32:48.721+08:00,58.119824,0.090652,58.301834,0.007260,0.007260,1.137314,342.281
1784986368.871206,2026-07-25T21:32:48.871+08:00,58.168235,0.085272,58.349807,0.015695,0.015695,1.754295,392.892
1784986368.971211,2026-07-25T21:32:48.971+08:00,58.212181,0.069450,58.395009,0.014666,0.014666,2.215579,393.508
1784986369.072220,2026-07-25T21:32:49.072+08:00,58.301744,0.031878,58.492129,0.013753,0.013753,1.594736,295.797
1784986369.221217,2026-07-25T21:32:49.221+08:00,58.344570,0.023899,58.534792,0.022563,0.022563,1.196973,345.434
1784986369.371414,2026-07-25T21:32:49.371+08:00,58.380908,0.005941,58.575223,0.019680,0.019680,0.761297,396.271
1784986369.522578,2026-07-25T21:32:49.522+08:00,58.486957,-0.023447,58.684510,0.032579,0.032579,0.256845,348.715
1784986369.630296,2026-07-25T21:32:49.630+08:00,58.529575,-0.033089,58.727609,0.039771,0.039771,0.378908,357.073
1784986369.771252,2026-07-25T21:32:49.771+08:00,58.573985,-0.052127,58.775920,0.038940,0.038940,0.268045,398.669
1784986369.878366,2026-07-25T21:32:49.878+08:00,58.622232,-0.060925,58.823912,0.049041,0.049041,0.086116,406.423
1784986369.971479,2026-07-25T21:32:49.971+08:00,58.716624,-0.084655,58.926617,0.056444,0.056444,0.060828,300.816
1784986370.071283,2026-07-25T21:32:50.071+08:00,58.764321,-0.096207,58.975646,0.058592,0.058592,0.125539,301.260
1784986370.171252,2026-07-25T21:32:50.171+08:00,58.812600,-0.114183,59.027019,0.054730,0.054730,0.105378,301.869
1784986370.271070,2026-07-25T21:32:50.271+08:00,58.857981,-0.124079,59.073363,0.057825,0.057825,0.485890,302.327
1784986370.371222,2026-07-25T21:32:50.371+08:00,58.898479,-0.129322,59.113724,0.064035,0.064035,0.999578,303.119
1784986370.521300,2026-07-25T21:32:50.521+08:00,58.940037,-0.143802,59.157668,0.061665,0.061665,1.076083,355.440
1784986370.571188,2026-07-25T21:32:50.571+08:00,58.992528,-0.156334,59.211575,0.064202,0.064202,0.826877,304.380
1784986370.671254,2026-07-25T21:32:50.671+08:00,59.041401,-0.172371,59.262979,0.062367,0.062367,0.865615,306.615
1784986370.772807,2026-07-25T21:32:50.772+08:00,59.080555,-0.186695,59.306690,0.059361,0.059361,0.265475,308.749
1784986370.870973,2026-07-25T21:32:50.870+08:00,59.136922,-0.215281,59.368318,0.045346,0.045346,0.374024,307.732
1784986371.021134,2026-07-25T21:32:51.021+08:00,59.184301,-0.242645,59.420931,0.030329,0.030329,0.396244,358.474
1784986371.121321,2026-07-25T21:32:51.121+08:00,59.223699,-0.260596,59.463512,0.022502,0.022502,0.735426,359.301
1784986371.221218,2026-07-25T21:32:51.221+08:00,59.265719,-0.281975,59.509470,0.011986,0.011986,0.632817,359.838
1784986371.321155,2026-07-25T21:32:51.321+08:00,59.314184,-0.301895,59.561325,0.004454,0.004454,0.318995,360.385
1784986371.421184,2026-07-25T21:32:51.421+08:00,59.358192,-0.324960,59.609622,0.007212,-0.007212,0.122586,360.965
1784986371.521131,2026-07-25T21:32:51.521+08:00,59.395476,-0.333721,59.647917,0.006640,-0.006640,0.020562,361.507
1784986371.621203,2026-07-25T21:32:51.621+08:00,59.437540,-0.352502,59.693287,0.014624,-0.014624,0.271528,362.200
1784986371.721226,2026-07-25T21:32:51.721+08:00,59.478309,-0.376218,59.738600,0.027711,-0.027711,0.379404,362.803
1784986371.821150,2026-07-25T21:32:51.821+08:00,59.526611,-0.389662,59.792557,0.024154,-0.024154,0.391362,363.566
1784986371.921224,2026-07-25T21:32:51.921+08:00,59.573691,-0.402280,59.840900,0.017934,-0.017934,0.062671,364.487
1784986372.021187,2026-07-25T21:32:52.021+08:00,59.626176,-0.424300,59.897816,0.018358,-0.018358,0.158720,365.060
1784986372.121255,2026-07-25T21:32:52.121+08:00,59.678525,-0.444801,59.954029,0.017428,-0.017428,0.084845,366.293
1784986372.221326,2026-07-25T21:32:52.221+08:00,59.728290,-0.461399,60.006367,0.013869,-0.013869,0.119353,367.019
1784986372.321287,2026-07-25T21:32:52.321+08:00,59.770873,-0.474687,60.050806,0.009978,-0.009978,0.421185,367.635
1784986372.421324,2026-07-25T21:32:52.421+08:00,59.874873,-0.515967,60.162690,0.008639,-0.008639,0.130892,268.922
1784986372.521149,2026-07-25T21:32:52.521+08:00,59.906923,-0.543052,60.202629,0.021513,-0.021513,0.742095,269.447
1784986372.621180,2026-07-25T21:32:52.621+08:00,59.944833,-0.562236,60.244985,0.024852,-0.024852,0.840193,270.133
1784986372.721240,2026-07-25T21:32:52.721+08:00,59.994275,-0.574203,60.298110,0.005531,-0.005531,1.013845,270.833
1784986372.821276,2026-07-25T21:32:52.821+08:00,60.032338,-0.596788,60.342130,0.000937,-0.000937,1.048967,271.538
1784986372.921205,2026-07-25T21:32:52.921+08:00,60.067542,-0.610555,60.378594,0.009026,0.009026,0.940904,272.107
1784986373.021230,2026-07-25T21:32:53.021+08:00,60.102609,-0.632497,60.419825,0.012348,0.012348,1.252135,272.772
1784986373.171330,2026-07-25T21:32:53.171+08:00,60.153184,-0.659426,60.476478,0.020925,0.020925,1.681483,323.498
1784986373.271194,2026-07-25T21:32:53.271+08:00,60.187324,-0.687964,60.520904,0.018401,0.018401,2.509271,324.002
1784986373.371226,2026-07-25T21:32:53.371+08:00,60.230518,-0.702855,60.564448,0.032231,0.032231,2.816174,324.614
1784986373.471188,2026-07-25T21:32:53.471+08:00,60.274846,-0.731749,60.617261,0.035503,0.035503,3.037381,325.171
1784986373.571225,2026-07-25T21:32:53.571+08:00,60.328486,-0.747844,60.669906,0.054601,0.054601,3.142220,325.234
1784986373.671292,2026-07-25T21:32:53.671+08:00,60.368583,-0.760179,60.718710,0.063783,0.063783,3.321836,325.927
1784986373.771499,2026-07-25T21:32:53.771+08:00,60.409709,-0.782154,60.765337,0.064203,0.064203,2.788502,326.655
1784986373.871190,2026-07-25T21:32:53.871+08:00,60.454682,-0.802906,60.814755,0.067540,0.067540,2.793067,326.833
1784986373.971174,2026-07-25T21:32:53.971+08:00,60.496298,-0.825837,60.862270,0.067355,0.067355,3.141418,327.234
1784986374.071301,2026-07-25T21:32:54.071+08:00,60.536145,-0.848587,60.908146,0.066481,0.066481,3.327678,327.941
1784986374.171234,2026-07-25T21:32:54.171+08:00,60.573112,-0.874895,60.953199,0.061105,0.061105,3.164153,328.455
1784986374.271254,2026-07-25T21:32:54.271+08:00,60.623409,-0.898300,61.008560,0.064664,0.064664,2.843438,329.051
1784986374.371209,2026-07-25T21:32:54.371+08:00,60.668141,-0.918438,61.057473,0.068424,0.068424,2.634938,329.587
1784986374.471240,2026-07-25T21:32:54.471+08:00,60.709825,-0.937374,61.103132,0.071779,0.071779,2.356599,330.258
1784986374.571231,2026-07-25T21:32:54.571+08:00,60.750717,-0.971047,61.155159,0.061819,0.061819,1.722699,330.770
1784986374.671478,2026-07-25T21:32:54.671+08:00,60.794821,-0.998816,61.211628,0.056410,0.056410,1.037971,331.597
1784986374.771286,2026-07-25T21:32:54.771+08:00,60.830692,-1.024955,61.255061,0.047273,0.047273,0.692977,331.927
1784986374.871230,2026-07-25T21:32:54.871+08:00,60.877132,-1.055906,61.310108,0.038079,0.038079,0.418948,332.452
1784986374.971354,2026-07-25T21:32:54.971+08:00,60.911066,-1.080594,61.351179,0.029471,0.029471,0.060858,333.091
1784986375.071173,2026-07-25T21:32:55.071+08:00,60.952098,-1.105244,61.398710,0.023807,0.023807,0.875385,333.491
1784986375.171221,2026-07-25T21:32:55.171+08:00,60.989284,-1.128614,61.442208,0.017734,0.017734,1.057680,334.120
1784986375.271267,2026-07-25T21:32:55.271+08:00,61.035685,-1.154034,61.494952,0.013569,0.013569,1.850471,334.687
1784986375.421397,2026-07-25T21:32:55.421+08:00,61.082544,-1.186849,61.551144,0.002846,0.002846,2.118322,385.398
1784986375.521217,2026-07-25T21:32:55.521+08:00,61.124179,-1.201067,61.594948,0.006945,0.006945,2.215288,385.798
1784986375.621161,2026-07-25T21:32:55.621+08:00,61.155058,-1.225647,61.633129,0.003251,0.003251,2.011728,386.338
1784986375.721195,2026-07-25T21:32:55.721+08:00,61.195083,-1.258965,61.685205,0.003651,0.003651,2.409448,387.012
1784986375.821133,2026-07-25T21:32:55.821+08:00,61.238609,-1.287339,61.736763,0.010087,0.010087,2.782486,387.605
1784986375.921157,2026-07-25T21:32:55.921+08:00,61.309591,-1.348474,61.830438,0.009233,0.009233,3.505067,288.894
1784986376.021220,2026-07-25T21:32:56.021+08:00,61.356581,-1.379728,61.886501,0.015706,0.015706,3.720199,289.597
1784986376.121176,2026-07-25T21:32:56.121+08:00,61.401830,-1.404972,61.937353,0.025645,0.025645,4.018698,290.193
1784986376.221242,2026-07-25T21:32:56.221+08:00,61.441209,-1.421712,61.978232,0.038288,0.038288,3.797995,290.899
1784986376.321189,2026-07-25T21:32:56.321+08:00,61.480573,-1.442962,62.022012,0.047477,0.047477,4.006205,291.486
1784986376.421126,2026-07-25T21:32:56.421+08:00,61.520490,-1.463975,62.066061,0.057204,0.057204,4.337430,292.063
1784986376.521243,2026-07-25T21:32:56.521+08:00,61.559577,-1.485363,62.109718,0.066108,0.066108,4.864487,292.820
1784986376.621164,2026-07-25T21:32:56.621+08:00,61.591013,-1.513253,62.158604,0.061702,0.061702,4.768996,293.381
1784986376.721211,2026-07-25T21:32:56.721+08:00,61.633122,-1.546178,62.211927,0.057962,0.057962,4.725839,294.231
1784986376.821240,2026-07-25T21:32:56.821+08:00,61.672249,-1.583601,62.265293,0.048826,0.048826,4.491173,294.841
1784986376.921221,2026-07-25T21:32:56.921+08:00,61.704332,-1.614046,62.308917,0.041533,0.041533,3.948281,295.402
1784986377.021224,2026-07-25T21:32:57.021+08:00,61.732101,-1.635416,62.343889,0.039352,0.039352,3.822300,296.001
1784986377.171525,2026-07-25T21:32:57.171+08:00,61.770140,-1.669183,62.394308,0.032637,0.032637,3.812677,346.942
1784986377.221212,2026-07-25T21:32:57.221+08:00,61.814740,-1.702996,62.450191,0.029554,0.029554,4.143113,297.269
1784986377.321144,2026-07-25T21:32:57.321+08:00,61.845080,-1.733933,62.492645,0.020879,0.020879,3.901608,297.841
1784986377.421221,2026-07-25T21:32:57.421+08:00,61.884273,-1.763640,62.541750,0.018175,0.018175,4.376131,298.558
1784986377.521316,2026-07-25T21:32:57.521+08:00,61.931618,-1.802059,62.600996,0.017344,0.017344,3.981543,299.293
1784986377.621120,2026-07-25T21:32:57.621+08:00,61.965732,-1.831130,62.645812,0.016741,0.016741,3.563856,299.737
1784986377.771304,2026-07-25T21:32:57.771+08:00,61.991850,-1.863183,62.686378,0.008738,0.008738,3.097189,350.561
1784986377.871176,2026-07-25T21:32:57.871+08:00,62.023782,-1.906741,62.738762,0.004409,-0.004409,2.866913,351.073
1784986377.971232,2026-07-25T21:32:57.971+08:00,62.056171,-1.951455,62.792236,0.018155,-0.018155,2.952767,351.769
1784986378.071234,2026-07-25T21:32:58.071+08:00,62.092560,-1.972727,62.833825,0.011302,-0.011302,2.903893,352.411
1784986378.171318,2026-07-25T21:32:58.171+08:00,62.134944,-1.991923,62.878705,0.000975,0.000975,2.614831,353.135
1784986378.271249,2026-07-25T21:32:58.271+08:00,62.175178,-2.019212,62.927095,0.005651,0.005651,2.451016,353.705
1784986378.371214,2026-07-25T21:32:58.371+08:00,62.215673,-2.059333,62.983876,0.000615,0.000615,1.779645,354.311
1784986378.471180,2026-07-25T21:32:58.471+08:00,62.249823,-2.074033,63.019548,0.011098,0.011098,1.214577,354.917
1784986378.571197,2026-07-25T21:32:58.571+08:00,62.278732,-2.103005,63.059320,0.008330,0.008330,0.742507,355.574
1784986378.671252,2026-07-25T21:32:58.671+08:00,62.310347,-2.124128,63.096357,0.016929,0.016929,0.601908,356.269
1784986378.771346,2026-07-25T21:32:58.771+08:00,62.350475,-2.156027,63.147078,0.024362,0.024362,0.609929,357.003
1784986378.871285,2026-07-25T21:32:58.871+08:00,62.385282,-2.185640,63.192490,0.029477,0.029477,0.048929,357.582
1784986378.971216,2026-07-25T21:32:58.971+08:00,62.416250,-2.217813,63.237142,0.030044,0.030044,0.105157,358.153
1784986379.071239,2026-07-25T21:32:59.071+08:00,62.450225,-2.258139,63.289797,0.027222,0.027222,0.693335,358.816
1784986379.171225,2026-07-25T21:32:59.171+08:00,62.484833,-2.294167,63.339751,0.027804,0.027804,1.149576,359.442
1784986379.271255,2026-07-25T21:32:59.271+08:00,62.514539,-2.333504,63.388764,0.022547,0.022547,1.963313,360.112
1784986379.371200,2026-07-25T21:32:59.371+08:00,62.545681,-2.366862,63.434398,0.022429,0.022429,2.441489,360.697
1784986379.471189,2026-07-25T21:32:59.471+08:00,62.618811,-2.447193,63.541638,0.022181,0.022181,2.471378,261.966
1784986379.571267,2026-07-25T21:32:59.571+08:00,62.651235,-2.472886,63.582088,0.030857,0.030857,1.994340,262.684
1784986379.671270,2026-07-25T21:32:59.671+08:00,62.681861,-2.503752,63.625386,0.034855,0.034855,1.494628,263.327
1784986379.771255,2026-07-25T21:32:59.771+08:00,62.709956,-2.542642,63.673265,0.031797,0.031797,1.140126,263.952
1784986379.871223,2026-07-25T21:32:59.871+08:00,62.743555,-2.575500,63.719990,0.036821,0.036821,1.206144,264.560
1784986380.021112,2026-07-25T21:33:00.021+08:00,62.763625,-2.616885,63.764690,0.025983,0.025983,0.849742,315.089
1784986380.121250,2026-07-25T21:33:00.121+08:00,62.787806,-2.651124,63.806490,0.022862,0.022862,0.529995,315.867
1784986380.221242,2026-07-25T21:33:00.221+08:00,62.819096,-2.691906,63.857862,0.021065,0.021065,0.695753,316.499
1784986380.321249,2026-07-25T21:33:00.321+08:00,62.845301,-2.726294,63.901065,0.019412,0.019412,0.902722,317.146
1784986380.421361,2026-07-25T21:33:00.421+08:00,62.868904,-2.760666,63.942600,0.015761,0.015761,1.266088,317.898
1784986380.521251,2026-07-25T21:33:00.521+08:00,62.901478,-2.790952,63.986690,0.021631,0.021631,1.503913,318.428
1784986380.621206,2026-07-25T21:33:00.621+08:00,62.937009,-2.835574,64.043889,0.020526,0.020526,1.609203,319.022
1784986380.721147,2026-07-25T21:33:00.721+08:00,62.966943,-2.874877,64.093239,0.018222,0.018222,1.101005,319.604
1784986380.821223,2026-07-25T21:33:00.821+08:00,63.004316,-2.910669,64.144678,0.023875,0.023875,0.867490,320.320
1784986380.921219,2026-07-25T21:33:00.921+08:00,63.034797,-2.945799,64.191181,0.024670,0.024670,1.080562,320.956
1784986381.021132,2026-07-25T21:33:01.021+08:00,63.077395,-2.974857,64.240814,0.038652,0.038652,1.678599,321.508
1784986381.121326,2026-07-25T21:33:01.121+08:00,63.112377,-2.995835,64.279362,0.051988,0.051988,1.447456,322.343
1784986381.221174,2026-07-25T21:33:01.221+08:00,63.143541,-3.032780,64.327696,0.052141,0.052141,1.998276,322.830
1784986381.321229,2026-07-25T21:33:01.321+08:00,63.172735,-3.068337,64.373700,0.051675,0.051675,1.935499,323.526
1784986381.421231,2026-07-25T21:33:01.421+08:00,63.206032,-3.120214,64.434847,0.043872,0.043872,1.788810,324.316
1784986381.521192,2026-07-25T21:33:01.521+08:00,63.229213,-3.154486,64.476004,0.039623,0.039623,1.510042,324.843
1784986381.621205,2026-07-25T21:33:01.621+08:00,63.249495,-3.185492,64.513637,0.034741,0.034741,1.152722,325.437
1784986381.721156,2026-07-25T21:33:01.721+08:00,63.276424,-3.224811,64.560945,0.028984,0.028984,1.225492,326.042
1784986381.821193,2026-07-25T21:33:01.821+08:00,63.315052,-3.267479,64.618495,0.029798,0.029798,1.657002,326.690
1784986381.921198,2026-07-25T21:33:01.921+08:00,63.347812,-3.295557,64.661215,0.035845,0.035845,1.252195,327.335
1784986382.021190,2026-07-25T21:33:02.021+08:00,63.387666,-3.321663,64.707141,0.048520,0.048520,1.656843,327.967
1784986382.121213,2026-07-25T21:33:02.121+08:00,63.417874,-3.355373,64.752404,0.048930,0.048930,1.464568,328.630
1784986382.228734,2026-07-25T21:33:02.228+08:00,63.453080,-3.394924,64.805353,0.049235,0.049235,1.184328,336.791
1784986382.371216,2026-07-25T21:33:02.371+08:00,63.484536,-3.425230,64.848885,0.052831,0.052831,0.799324,379.913
1784986382.471108,2026-07-25T21:33:02.471+08:00,63.507937,-3.469486,64.897569,0.041164,0.041164,0.878645,380.445
1784986382.571242,2026-07-25T21:33:02.571+08:00,63.545299,-3.512167,64.954293,0.041020,0.041020,1.315685,381.263
1784986382.671212,2026-07-25T21:33:02.671+08:00,63.584275,-3.534125,64.999172,0.053878,0.053878,1.356809,381.829
1784986382.771234,2026-07-25T21:33:02.771+08:00,63.607288,-3.566354,65.038331,0.047968,0.047968,1.541289,382.491
1784986382.871271,2026-07-25T21:33:02.871+08:00,63.641097,-3.613685,65.095847,0.039297,0.039297,1.394014,383.168
1784986382.971164,2026-07-25T21:33:02.971+08:00,63.684488,-3.658920,65.158527,0.038966,0.038966,1.290910,383.701
1784986383.071947,2026-07-25T21:33:03.071+08:00,63.709983,-3.703211,65.208073,0.026442,0.026442,0.835747,385.124
1784986383.171721,2026-07-25T21:33:03.171+08:00,63.778453,-3.767765,65.302082,0.030671,0.030671,0.949361,287.959
1784986383.271251,2026-07-25T21:33:03.271+08:00,63.814964,-3.807713,65.356177,0.029080,0.029080,1.331406,288.188
1784986383.371209,2026-07-25T21:33:03.371+08:00,63.845236,-3.838044,65.399026,0.029703,0.029703,1.387052,288.969
1784986383.471196,2026-07-25T21:33:03.471+08:00,63.871608,-3.871283,65.440485,0.025614,0.025614,1.538513,289.597
1784986383.571208,2026-07-25T21:33:03.571+08:00,63.906260,-3.909660,65.492191,0.025323,0.025323,1.333067,289.977
1784986383.671242,2026-07-25T21:33:03.671+08:00,63.942326,-3.948882,65.545474,0.025508,0.025508,1.074075,290.621
1784986383.771165,2026-07-25T21:33:03.771+08:00,63.972769,-3.982329,65.590700,0.025435,0.025435,0.699376,291.140
1784986383.871199,2026-07-25T21:33:03.871+08:00,64.009043,-4.012954,65.637775,0.031570,0.031570,0.558231,291.739
1784986383.971309,2026-07-25T21:33:03.971+08:00,64.047280,-4.055704,65.695128,0.030978,0.030978,1.005395,292.460
1784986384.071352,2026-07-25T21:33:04.071+08:00,64.079953,-4.095623,65.746637,0.028187,0.028187,0.689212,292.959
1784986384.171254,2026-07-25T21:33:04.171+08:00,64.112137,-4.130279,65.793931,0.028584,0.028584,1.020879,293.382
1784986384.271212,2026-07-25T21:33:04.271+08:00,64.150729,-4.168558,65.848221,0.031269,0.031269,1.049798,293.965
1784986384.371253,2026-07-25T21:33:04.371+08:00,64.183471,-4.203882,65.896983,0.031611,0.031611,0.598470,294.631
1784986384.471184,2026-07-25T21:33:04.471+08:00,64.207017,-4.236504,65.936856,0.026245,0.026245,0.013077,295.203
1784986384.571247,2026-07-25T21:33:04.571+08:00,64.236545,-4.267151,65.979412,0.026578,0.026578,0.067854,295.905
1784986384.671242,2026-07-25T21:33:04.671+08:00,64.271000,-4.307035,66.032060,0.024129,0.024129,0.199161,296.496
1784986384.771611,2026-07-25T21:33:04.771+08:00,64.295860,-4.332645,66.067749,0.024540,0.024540,0.120495,297.233
1784986384.872637,2026-07-25T21:33:04.872+08:00,64.329789,-4.364675,66.114338,0.027115,0.027115,0.068210,298.899
1784986385.021110,2026-07-25T21:33:05.021+08:00,64.368362,-4.393837,66.162042,0.035032,0.035032,0.291343,348.077
1784986385.121227,2026-07-25T21:33:05.121+08:00,64.401737,-4.437001,66.216326,0.029541,0.029541,0.491912,348.833
1784986385.221233,2026-07-25T21:33:05.221+08:00,64.429420,-4.475983,66.263661,0.022800,0.022800,1.005840,349.732
1784986385.321232,2026-07-25T21:33:05.321+08:00,64.462049,-4.514465,66.314035,0.019990,0.019990,1.248057,350.371
1784986385.421256,2026-07-25T21:33:05.421+08:00,64.499271,-4.548499,66.365536,0.022805,0.022805,1.022099,351.035
1784986385.521196,2026-07-25T21:33:05.521+08:00,64.545612,-4.583199,66.423028,0.029603,0.029603,0.425003,351.615
1784986385.621224,2026-07-25T21:33:05.621+08:00,64.578362,-4.617232,66.470214,0.027517,0.027517,0.519147,352.283
1784986385.721262,2026-07-25T21:33:05.721+08:00,64.617213,-4.650286,66.521144,0.030346,0.030346,0.206267,352.960
1784986385.821203,2026-07-25T21:33:05.821+08:00,64.654352,-4.693893,66.578108,0.024348,0.024348,0.291780,353.542
1784986385.921276,2026-07-25T21:33:05.921+08:00,64.682556,-4.721808,66.617783,0.023562,0.023562,0.484905,354.254
1784986386.021182,2026-07-25T21:33:06.021+08:00,64.709340,-4.756597,66.661167,0.016817,0.016817,0.601262,354.860
1784986386.121224,2026-07-25T21:33:06.121+08:00,64.740367,-4.787806,66.705157,0.015590,0.015590,0.357650,355.602
1784986386.221149,2026-07-25T21:33:06.221+08:00,64.780791,-4.832626,66.765338,0.010977,0.010977,0.340206,356.048
1784986386.321218,2026-07-25T21:33:06.321+08:00,64.817659,-4.856587,66.808565,0.019027,0.019027,0.300514,356.816
1784986386.421137,2026-07-25T21:33:06.421+08:00,64.846482,-4.879569,66.843029,0.024907,0.024907,1.005260,357.316
1784986386.521237,2026-07-25T21:33:06.521+08:00,64.877486,-4.913635,66.889079,0.026000,0.026000,1.212637,358.254
1784986386.621237,2026-07-25T21:33:06.621+08:00,64.900456,-4.962263,66.940863,0.011483,0.011483,1.540660,358.651
1784986386.721221,2026-07-25T21:33:06.721+08:00,64.924216,-4.995206,66.981316,0.007841,0.007841,1.366442,359.231
1784986386.821238,2026-07-25T21:33:06.821+08:00,64.990479,-5.072879,67.083410,0.006990,0.006990,1.884307,260.211
1784986386.922289,2026-07-25T21:33:06.922+08:00,65.036118,-5.106821,67.138957,0.019219,0.019219,2.481765,261.857
1784986387.021250,2026-07-25T21:33:07.021+08:00,65.071526,-5.140453,67.187564,0.023924,0.023924,2.575071,261.310
1784986387.171237,2026-07-25T21:33:07.171+08:00,65.103862,-5.174479,67.234456,0.026051,0.026051,3.262976,311.878
1784986387.221933,2026-07-25T21:33:07.221+08:00,65.140174,-5.212686,67.287112,0.028440,0.028440,3.697402,263.154
1784986387.371236,2026-07-25T21:33:07.371+08:00,65.172297,-5.250895,67.335465,0.029382,0.029382,3.457883,313.033
1784986387.471185,2026-07-25T21:33:07.471+08:00,65.192723,-5.292466,67.380829,0.020032,0.020032,3.098332,313.206
1784986387.571338,2026-07-25T21:33:07.571+08:00,65.213834,-5.335751,67.427968,0.010172,0.010172,3.268919,314.311
1784986387.671308,2026-07-25T21:33:07.671+08:00,65.244343,-5.378459,67.480412,0.008091,0.008091,3.708892,314.817
1784986387.771235,2026-07-25T21:33:07.771+08:00,65.267692,-5.421810,67.528975,0.000042,-0.000042,3.504614,315.325
1784986387.871333,2026-07-25T21:33:07.871+08:00,65.295888,-5.463648,67.579315,0.003417,-0.003417,3.696025,315.973
1784986387.971257,2026-07-25T21:33:07.971+08:00,65.320106,-5.507450,67.628767,0.011139,-0.011139,3.413543,316.434
1784986388.071303,2026-07-25T21:33:08.071+08:00,65.345302,-5.540093,67.670003,0.011247,-0.011247,3.266532,317.135
1784986388.171239,2026-07-25T21:33:08.171+08:00,65.366625,-5.580605,67.715081,0.019239,-0.019239,2.674205,317.696
1784986388.271136,2026-07-25T21:33:08.271+08:00,65.391602,-5.616727,67.758931,0.021654,-0.021654,2.867867,318.233
1784986388.371241,2026-07-25T21:33:08.371+08:00,65.423477,-5.662447,67.814592,0.024502,-0.024502,3.218817,318.978
1784986388.471367,2026-07-25T21:33:08.471+08:00,65.450181,-5.697660,67.862467,0.021020,-0.021020,3.080831,319.744
1784986388.571399,2026-07-25T21:33:08.571+08:00,65.480013,-5.736682,67.911016,0.013557,-0.013557,2.850240,320.416
1784986388.671549,2026-07-25T21:33:08.671+08:00,65.510772,-5.781980,67.965516,0.008291,-0.008291,2.174962,321.206
1784986388.771801,2026-07-25T21:33:08.771+08:00,65.540856,-5.832148,68.023966,0.005953,-0.005953,1.587592,322.097
1784986388.871198,2026-07-25T21:33:08.871+08:00,65.564555,-5.863693,68.063012,0.000286,-0.000286,0.681423,322.135
1784986388.971452,2026-07-25T21:33:08.971+08:00,65.588886,-5.897649,68.104477,0.004780,0.004780,0.229563,323.029
1784986389.071289,2026-07-25T21:33:09.071+08:00,65.609685,-5.941378,68.152824,0.002058,0.002058,0.314128,323.506
1784986389.171263,2026-07-25T21:33:09.171+08:00,65.631377,-5.985689,68.202110,0.000158,-0.000158,0.398752,324.120
1784986389.271181,2026-07-25T21:33:09.271+08:00,65.647035,-6.034517,68.253757,0.009688,-0.009688,0.612383,324.678
1784986389.371092,2026-07-25T21:33:09.371+08:00,65.662784,-6.079502,68.301395,0.011184,-0.011184,0.235054,325.228
1784986389.521305,2026-07-25T21:33:09.521+08:00,65.682482,-6.127323,68.353101,0.010017,-0.010017,0.215481,376.081
1784986389.621317,2026-07-25T21:33:09.621+08:00,65.705950,-6.171318,68.402594,0.003954,-0.003954,0.416268,376.734
1784986389.721184,2026-07-25T21:33:09.721+08:00,65.723532,-6.211326,68.446249,0.001949,-0.001949,0.478343,377.240
1784986389.821137,2026-07-25T21:33:09.821+08:00,65.739871,-6.255400,68.493249,0.002566,-0.002566,0.352014,377.863
1784986389.921169,2026-07-25T21:33:09.921+08:00,65.753945,-6.304262,68.543903,0.007020,-0.007020,0.005337,378.609
1784986390.021147,2026-07-25T21:33:10.021+08:00,65.765981,-6.335931,68.577781,0.007188,-0.007188,0.203362,379.168
1784986390.121171,2026-07-25T21:33:10.121+08:00,65.774170,-6.381698,68.623429,0.016018,-0.016018,0.662952,379.892
1784986390.221156,2026-07-25T21:33:10.221+08:00,65.797462,-6.436737,68.683163,0.014095,-0.014095,0.448169,380.457
1784986390.321153,2026-07-25T21:33:10.321+08:00,65.814189,-6.478339,68.730409,0.013422,-0.013422,0.591250,381.094
1784986390.421191,2026-07-25T21:33:10.421+08:00,65.835178,-6.561496,68.816029,0.008449,-0.008449,0.917879,282.412
1784986390.521205,2026-07-25T21:33:10.521+08:00,65.837098,-6.602603,68.856763,0.014296,-0.014296,1.186279,283.067
1784986390.621350,2026-07-25T21:33:10.621+08:00,65.865365,-6.638010,68.896855,0.006807,0.006807,1.452669,283.866
