# idx stamp x y z qx qy qz qw yaw pcd_file
44 1778757674.694091082 1.807537 6.753406 0.715609 -0.211814823 -0.032285022 0.760681416 0.612744597 1.737703243 keyframe_000044.pcd
45 1778757674.893002272 1.760653 6.820814 0.705621 -0.212369438 -0.028759172 0.787508793 0.577842567 1.827386435 keyframe_000045.pcd
46 1778757675.493930101 1.648564 7.008317 0.676213 -0.208669566 -0.040713172 0.824411353 0.524543012 1.960918970 keyframe_000046.pcd
47 1778757675.592988491 1.611475 7.042216 0.672223 -0.215563064 -0.026808395 0.847905012 0.483602074 2.056789027 keyframe_000047.pcd
48 1778757675.793912888 1.548871 7.074896 0.637395 -0.238687787 -0.020222382 0.874824803 0.421070967 2.189559088 keyframe_000048.pcd
49 1778757676.092970848 1.476520 7.114962 0.623991 -0.244741317 -0.024374462 0.892524201 0.378031908 2.284234558 keyframe_000049.pcd
50 1778757676.394032478 1.419267 7.142905 0.614540 -0.249371320 -0.021108929 0.908680775 0.334167034 2.383320983 keyframe_000050.pcd
51 1778757676.893912792 1.361778 7.146952 0.590917 -0.243370487 -0.024590736 0.928459356 0.279516237 2.509620646 keyframe_000051.pcd
52 1778757677.093132734 1.341437 7.137780 0.586488 -0.241816888 -0.015200341 0.943162374 0.227460497 2.631245849 keyframe_000052.pcd
53 1778757677.493047237 1.266649 7.125705 0.551789 -0.245745838 -0.019183990 0.957956422 0.146834775 2.806925135 keyframe_000053.pcd
54 1778757677.894051790 1.205102 7.113460 0.530305 -0.235689361 -0.023551012 0.966185193 0.101892330 2.906437302 keyframe_000054.pcd
55 1778757679.493820906 0.801116 7.146433 0.432221 -0.232369816 -0.043770877 0.968777582 0.074554516 2.956652321 keyframe_000055.pcd
56 1778757680.893832445 0.402939 7.175460 0.318608 -0.222988346 -0.045025382 0.971264847 0.069953631 2.968256213 keyframe_000056.pcd
57 1778757682.093861818 0.000044 7.237153 0.202200 -0.233338905 -0.025712302 0.969933265 0.064197311 2.988159528 keyframe_000057.pcd
58 1778757682.993877649 -0.419126 7.242482 0.085807 -0.265481259 -0.025139996 0.962385950 0.051970804 3.009545280 keyframe_000058.pcd
59 1778757683.792913675 -0.805314 7.260972 -0.026346 -0.260359170 -0.028598658 0.964299301 0.039013817 3.037333437 keyframe_000059.pcd
60 1778757684.692997932 -1.238945 7.276007 -0.169216 -0.266112365 -0.030711403 0.963136093 0.024695836 3.067161927 keyframe_000060.pcd
61 1778757685.193717718 -1.483184 7.305769 -0.232223 -0.267432266 -0.030987338 0.960394556 0.071847514 2.961002749 keyframe_000061.pcd
