# idx stamp x y z qx qy qz qw yaw pcd_file
105 1778824350.475508928 -20.399972 -30.811886 -4.749109 0.239410994 0.018745341 -0.959992230 0.144034396 -2.834548372 keyframe_000105.pcd
106 1778824350.875094175 -20.870480 -30.957701 -4.835600 0.231782986 0.012748029 -0.961313552 0.148291570 -2.823726439 keyframe_000106.pcd
107 1778824351.275207281 -21.349136 -31.089537 -4.938201 0.231775522 0.018736085 -0.961600472 0.145786143 -2.832237683 keyframe_000107.pcd
108 1778824351.675200224 -21.826955 -31.234317 -5.064709 0.233809905 0.013551474 -0.960819221 0.148242068 -2.823788004 keyframe_000108.pcd
109 1778824352.075547218 -22.291587 -31.408665 -5.201024 0.241249778 0.014545360 -0.958645132 0.150288017 -2.818068838 keyframe_000109.pcd
110 1778824352.475173473 -22.763471 -31.588970 -5.299512 0.247094730 0.015911567 -0.956444378 0.154612960 -2.807746724 keyframe_000110.pcd
111 1778824352.874778748 -23.234480 -31.747328 -5.367618 0.251810081 0.028002867 -0.954433740 0.157682462 -2.806343829 keyframe_000111.pcd
112 1778824353.275020838 -23.725424 -31.888772 -5.464890 0.247122569 0.033492853 -0.954699583 0.162349532 -2.799922197 keyframe_000112.pcd
113 1778824353.475050926 -23.929379 -31.998815 -5.528616 0.242611695 0.061697435 -0.939316955 0.234556282 -2.652801583 keyframe_000113.pcd
114 1778824353.575447559 -24.008848 -32.085458 -5.560454 0.246650826 0.055121410 -0.922821158 0.290733745 -2.518757876 keyframe_000114.pcd
115 1778824353.675110817 -24.092418 -32.195998 -5.604177 0.221701203 0.048399104 -0.902507966 0.366040264 -2.351856626 keyframe_000115.pcd
116 1778824353.775097132 -24.145303 -32.303029 -5.626204 0.198081095 0.047859145 -0.871643794 0.445769535 -2.175660809 keyframe_000116.pcd
117 1778824353.875410557 -24.176900 -32.419775 -5.647835 0.209221758 0.075091013 -0.825676095 0.518504178 -1.997268021 keyframe_000117.pcd
118 1778824353.975163937 -24.199964 -32.548833 -5.642376 0.201965755 0.069282239 -0.786847632 0.579034204 -1.844384240 keyframe_000118.pcd
119 1778824354.075561523 -24.219715 -32.669016 -5.623399 0.190823045 0.049693969 -0.755881893 0.624307327 -1.729113676 keyframe_000119.pcd
120 1778824354.274943113 -24.224714 -32.923315 -5.646436 0.185520346 0.069601615 -0.715455095 0.669971509 -1.606629158 keyframe_000120.pcd
121 1778824354.474932194 -24.203742 -33.168527 -5.654971 0.172231296 0.041026561 -0.688204016 0.703582571 -1.519092575 keyframe_000121.pcd
122 1778824354.675036430 -24.177243 -33.394577 -5.633002 0.164491492 0.049294896 -0.634367127 0.753718057 -1.371063023 keyframe_000122.pcd
123 1778824354.875104189 -24.148969 -33.612894 -5.581691 0.143264450 0.031257532 -0.586920808 0.796255128 -1.248540186 keyframe_000123.pcd
124 1778824355.275239706 -23.951895 -34.064638 -5.613762 0.142692792 0.037642611 -0.542151489 0.827220384 -1.138121284 keyframe_000124.pcd
125 1778824355.675359249 -23.767349 -34.534506 -5.574954 0.128273672 0.036365578 -0.534341270 0.834687257 -1.120862594 keyframe_000125.pcd
126 1778824356.074787855 -23.533871 -34.985197 -5.541628 0.111002145 0.037118260 -0.487422024 0.865286386 -1.012167123 keyframe_000126.pcd
127 1778824356.174254417 -23.457465 -35.054905 -5.513516 0.098175629 0.021754777 -0.431602535 0.896441592 -0.887510236 keyframe_000127.pcd
128 1778824356.272939920 -23.374434 -35.110977 -5.503150 0.068545747 0.003320409 -0.367134639 0.927632800 -0.750173618 keyframe_000128.pcd
