[INFO] [1784545524.213591495] [route_recorder]: route_recorder started
[INFO] [1784545524.218466400] [route_recorder]: odom_topic: /Odometry
[INFO] [1784545524.221952592] [route_recorder]: route_file: /home/unitree/go2_fastlio_ws/src/go2_fastlio_patrol/routes/xbf0720-4.csv
[INFO] [1784545524.224029953] [route_recorder]: raw_file: /home/unitree/go2_fastlio_ws/src/go2_fastlio_patrol/routes/raw/xbf0720-4.raw.csv
[INFO] [1784545524.227553215] [route_recorder]: adaptive sampling: straight=0.20m, turn=0.10m, enter=5.0deg/2 samples, exit=2.0deg over 0.25m
[INFO] [1784545524.231360686] [route_recorder]: final route cleanup: xy_tolerance=0.030m, spike_lateral=0.060m, turn_zone=0.30m
[INFO] [1784545524.235183478] [route_recorder]: quality gate: warmup=4.0s, stable_samples=5, base_step=0.30m, max_speed=4.00m/s, step_margin=0.10m, hard_speed=6.00m/s, failure_samples=3, max_record_step=2.50m (0=disabled), global_heading_gate=0.0deg
[INFO] [1784545524.237336449] [route_recorder]: final quality validation: min_points=5, min_length=1.00m, max_rejection_ratio=10.0%, max_source_gap=2.50m
[INFO] [1784545524.239419439] [route_recorder]: close sanitizer: enabled=False (disabled by default), turn=90.0deg, lateral=0.20m, rejoin_heading=30.0deg
[INFO] [1784545527.741481484] [route_recorder]: quality gate ready; recording route points from the current pose
[INFO] [1784545527.742836102] [route_recorder]: saved point 0: x=-0.019, y=-0.011, yaw=-0.001, mode=straight
[INFO] [1784545559.115344817] [route_recorder]: saved point 1: x=0.201, y=-0.045, yaw=-0.019, mode=straight
[INFO] [1784545571.865966508] [route_recorder]: saved point 2: x=0.412, y=-0.031, yaw=-0.015, mode=straight
[INFO] [1784545572.273247854] [route_recorder]: saved point 3: x=0.615, y=-0.034, yaw=-0.026, mode=straight
[INFO] [1784545572.983979159] [route_recorder]: saved point 4: x=0.838, y=-0.066, yaw=-0.098, mode=straight
[INFO] [1784545573.417118960] [route_recorder]: saved point 5: x=1.044, y=-0.078, yaw=-0.097, mode=straight
[INFO] [1784545573.873174211] [route_recorder]: saved point 6: x=1.257, y=-0.100, yaw=-0.070, mode=straight
[INFO] [1784545574.322782990] [route_recorder]: saved point 7: x=1.477, y=-0.107, yaw=-0.070, mode=straight
[INFO] [1784545574.697065707] [route_recorder]: saved point 8: x=1.701, y=-0.122, yaw=-0.065, mode=straight
[INFO] [1784545575.068958355] [route_recorder]: saved point 9: x=1.931, y=-0.151, yaw=-0.056, mode=straight
[INFO] [1784545575.463051034] [route_recorder]: saved point 10: x=2.187, y=-0.161, yaw=-0.068, mode=straight
[INFO] [1784545575.813313448] [route_recorder]: saved point 11: x=2.423, y=-0.193, yaw=-0.067, mode=straight
[INFO] [1784545576.182583440] [route_recorder]: saved point 12: x=2.683, y=-0.197, yaw=-0.051, mode=straight
[INFO] [1784545576.553824831] [route_recorder]: saved point 13: x=2.905, y=-0.219, yaw=-0.158, mode=straight
[INFO] [1784545577.174287660] [route_recorder]: saved point 14: x=3.123, y=-0.270, yaw=-0.135, mode=straight
[INFO] [1784545578.047140295] [route_recorder]: saved point 15: x=3.357, y=-0.305, yaw=-0.147, mode=straight
[INFO] [1784545578.631106087] [route_recorder]: saved point 16: x=3.562, y=-0.351, yaw=-0.131, mode=straight
[INFO] [1784545578.939038347] [route_recorder]: saved point 17: x=3.799, y=-0.408, yaw=-0.140, mode=straight
[INFO] [1784545579.342438402] [route_recorder]: saved point 18: x=4.029, y=-0.415, yaw=-0.114, mode=straight
