[INFO] [0001202327.695644096] [unitree_safe_cmd_node]: unitree_safe_cmd_node ACTIVE: obstacle -> Move(0,0,0), resume after 5 clear frames
[WARN] [0001202327.702750496] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=0
[WARN] [0001202328.237796704] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=3
[WARN] [0001202328.787813536] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=5
[WARN] [0001202329.337768096] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=7
[WARN] [0001202329.837851584] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=8
[WARN] [0001202330.338058496] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=10
[WARN] [0001202330.887664224] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=13
[WARN] [0001202331.387815872] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=15
[WARN] [0001202331.937617152] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=19
[WARN] [0001202332.437998112] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=21
[WARN] [0001202332.987642464] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=24
[WARN] [0001202333.488563872] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=26
[WARN] [0001202334.037717952] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=27
[WARN] [0001202334.538349088] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=30
[WARN] [0001202335.038640928] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=35
[WARN] [0001202335.587879424] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=39
[WARN] [0001202336.137719552] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=44
[WARN] [0001202336.687647008] [unitree_safe_cmd_node]: SAFE OVERRIDE cmd_timeout: Move x=0.000, z=0.000, raw_x=0.000, raw_z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=48
[INFO] [0001202337.237290048] [unitree_safe_cmd_node]: Move x=0.000, z=0.000, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=50
[INFO] [0001202337.787292576] [unitree_safe_cmd_node]: Move x=0.250, z=-0.063, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=53
[INFO] [0001202338.289989088] [unitree_safe_cmd_node]: Move x=0.250, z=-0.063, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=55
[INFO] [0001202338.837830336] [unitree_safe_cmd_node]: Move x=0.250, z=-0.064, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=56
[INFO] [0001202339.387567424] [unitree_safe_cmd_node]: Move x=0.250, z=-0.067, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=58
[INFO] [0001202339.887640352] [unitree_safe_cmd_node]: Move x=0.250, z=-0.066, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=62
[INFO] [0001202340.387978496] [unitree_safe_cmd_node]: Move x=0.250, z=-0.077, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=66
[INFO] [0001202340.937204448] [unitree_safe_cmd_node]: Move x=0.250, z=-0.087, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=68
[INFO] [0001202341.437737536] [unitree_safe_cmd_node]: Move x=0.250, z=-0.065, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=70
[INFO] [0001202341.987258624] [unitree_safe_cmd_node]: Move x=0.250, z=-0.089, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=72
[INFO] [0001202342.487538688] [unitree_safe_cmd_node]: Move x=0.250, z=-0.012, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=74
[INFO] [0001202342.993074240] [unitree_safe_cmd_node]: Move x=0.250, z=0.030, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=76
[INFO] [0001202343.537620224] [unitree_safe_cmd_node]: Move x=0.250, z=0.050, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=78
[INFO] [0001202344.087385024] [unitree_safe_cmd_node]: Move x=0.250, z=0.245, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=81
[INFO] [0001202344.587929216] [unitree_safe_cmd_node]: Move x=0.250, z=0.202, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=82
[INFO] [0001202345.137587168] [unitree_safe_cmd_node]: Move x=0.250, z=0.201, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=86
[INFO] [0001202345.637710112] [unitree_safe_cmd_node]: Move x=0.125, z=0.450, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=91
[INFO] [0001202346.138378560] [unitree_safe_cmd_node]: Move x=0.250, z=0.411, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=96
[INFO] [0001202346.690677504] [unitree_safe_cmd_node]: Move x=0.250, z=0.359, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=102
[INFO] [0001202347.241440448] [unitree_safe_cmd_node]: Move x=0.250, z=0.297, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=108
[INFO] [0001202347.787907584] [unitree_safe_cmd_node]: Move x=0.250, z=0.036, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=113
[INFO] [0001202348.337882496] [unitree_safe_cmd_node]: Move x=0.250, z=-0.222, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=119
[INFO] [0001202348.887607264] [unitree_safe_cmd_node]: Move x=0.125, z=-0.450, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=125
[INFO] [0001202349.387882016] [unitree_safe_cmd_node]: Move x=0.125, z=-0.450, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=130
[INFO] [0001202349.937268352] [unitree_safe_cmd_node]: Move x=0.125, z=-0.450, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=136
[INFO] [0001202350.442028576] [unitree_safe_cmd_node]: Move x=0.125, z=-0.450, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=141
[INFO] [0001202350.988010656] [unitree_safe_cmd_node]: Move x=0.125, z=-0.450, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=147
[INFO] [0001202351.487871840] [unitree_safe_cmd_node]: Move x=0.250, z=-0.270, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=152
[INFO] [0001202351.987891712] [unitree_safe_cmd_node]: Move x=0.250, z=-0.089, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=157
[INFO] [0001202352.541680096] [unitree_safe_cmd_node]: Move x=0.250, z=0.186, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=163
[INFO] [0001202353.088850208] [unitree_safe_cmd_node]: Move x=0.250, z=0.331, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=169
[INFO] [0001202353.637827872] [unitree_safe_cmd_node]: Move x=0.250, z=0.445, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=174
[INFO] [0001202354.139020928] [unitree_safe_cmd_node]: Move x=0.250, z=0.420, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=179
[INFO] [0001202354.688593344] [unitree_safe_cmd_node]: Move x=0.250, z=0.305, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=185
[INFO] [0001202355.237956352] [unitree_safe_cmd_node]: Move x=0.250, z=0.062, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=191
[INFO] [0001202355.737975296] [unitree_safe_cmd_node]: Move x=0.250, z=-0.179, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=196
[INFO] [0001202356.287659776] [unitree_safe_cmd_node]: Move x=0.250, z=-0.294, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=202
[INFO] [0001202356.788111040] [unitree_safe_cmd_node]: Move x=0.250, z=-0.427, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=207
[INFO] [0001202357.337822176] [unitree_safe_cmd_node]: Move x=0.250, z=-0.370, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=213
[INFO] [0001202357.888073856] [unitree_safe_cmd_node]: Move x=0.250, z=-0.278, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=218
[INFO] [0001202358.447167296] [unitree_safe_cmd_node]: Move x=0.250, z=-0.025, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=225
[INFO] [0001202358.987821408] [unitree_safe_cmd_node]: Move x=0.250, z=0.135, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=230
[INFO] [0001202359.492898592] [unitree_safe_cmd_node]: Move x=0.250, z=0.286, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=236
[INFO] [0001202360.037840576] [unitree_safe_cmd_node]: Move x=0.250, z=0.229, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=241
[INFO] [0001202360.590697088] [unitree_safe_cmd_node]: Move x=0.250, z=0.184, stop_count=0, roi_count=0, nearest_x=inf, clear_frames=247
