[INFO] [1784543987.020278659] [route_recorder]: route_recorder started
[INFO] [1784543987.021863370] [route_recorder]: odom_topic: /Odometry
[INFO] [1784543987.022908255] [route_recorder]: route_file: /home/unitree/go2_fastlio_ws/src/go2_fastlio_patrol/routes/xbf0720-3.csv
[INFO] [1784543987.025665756] [route_recorder]: raw_file: /home/unitree/go2_fastlio_ws/src/go2_fastlio_patrol/routes/raw/xbf0720-3.raw.csv
[INFO] [1784543987.026400940] [route_recorder]: adaptive sampling: straight=0.20m, turn=0.10m, enter=5.0deg/2 samples, exit=2.0deg over 0.25m
[INFO] [1784543987.028529379] [route_recorder]: final route cleanup: xy_tolerance=0.030m, spike_lateral=0.060m, turn_zone=0.30m
[INFO] [1784543987.031076841] [route_recorder]: quality gate: warmup=4.0s, stable_samples=5, base_step=0.30m, max_speed=4.00m/s, step_margin=0.10m, hard_speed=6.00m/s, failure_samples=3, max_record_step=0.80m (0=disabled), global_heading_gate=0.0deg
[INFO] [1784543987.032874278] [route_recorder]: final quality validation: min_points=5, min_length=1.00m, max_rejection_ratio=10.0%, max_source_gap=0.80m
[INFO] [1784543987.034377654] [route_recorder]: close sanitizer: enabled=False (disabled by default), turn=90.0deg, lateral=0.20m, rejoin_heading=30.0deg
[INFO] [1784543990.327138866] [route_recorder]: quality gate ready; recording route points from the current pose
[INFO] [1784543990.328218805] [route_recorder]: saved point 0: x=0.002, y=0.011, yaw=-0.003, mode=straight
[INFO] [1784544012.255982047] [route_recorder]: saved point 1: x=0.210, y=0.060, yaw=0.002, mode=straight
[INFO] [1784544012.925340097] [route_recorder]: saved point 2: x=0.453, y=0.019, yaw=-0.018, mode=straight
[INFO] [1784544013.202219444] [route_recorder]: saved point 3: x=0.664, y=-0.015, yaw=-0.057, mode=straight
[INFO] [1784544013.521857465] [route_recorder]: saved point 4: x=0.945, y=-0.028, yaw=-0.040, mode=straight
[INFO] [1784544013.868182104] [route_recorder]: saved point 5: x=1.175, y=-0.035, yaw=-0.050, mode=straight
[INFO] [1784544014.226660823] [route_recorder]: saved point 6: x=1.378, y=-0.003, yaw=-0.058, mode=straight
[INFO] [1784544014.601797609] [route_recorder]: saved point 7: x=1.579, y=-0.048, yaw=-0.018, mode=straight
[INFO] [1784544014.933009616] [route_recorder]: saved point 8: x=1.838, y=-0.072, yaw=-0.033, mode=straight
[INFO] [1784544015.291570885] [route_recorder]: saved point 9: x=2.047, y=-0.021, yaw=-0.046, mode=straight
[INFO] [1784544015.720823608] [route_recorder]: saved point 10: x=2.283, y=-0.060, yaw=-0.012, mode=straight
[INFO] [1784544016.238198519] [route_recorder]: saved point 11: x=2.505, y=-0.050, yaw=0.004, mode=straight
[INFO] [1784544016.557280306] [route_recorder]: saved point 12: x=2.705, y=-0.053, yaw=-0.021, mode=straight
[INFO] [1784544016.875030344] [route_recorder]: saved point 13: x=2.933, y=-0.050, yaw=-0.008, mode=straight
[INFO] [1784544017.193908681] [route_recorder]: saved point 14: x=3.152, y=-0.039, yaw=-0.008, mode=straight
[INFO] [1784544017.510738315] [route_recorder]: saved point 15: x=3.398, y=-0.041, yaw=-0.011, mode=straight
[INFO] [1784544017.855452016] [route_recorder]: saved point 16: x=3.634, y=-0.070, yaw=-0.021, mode=straight
[INFO] [1784544018.281769886] [route_recorder]: saved point 17: x=3.860, y=-0.069, yaw=-0.072, mode=straight
[INFO] [1784544018.506047675] [route_recorder]: saved point 18: x=4.071, y=-0.086, yaw=-0.058, mode=straight
[INFO] [1784544018.940023826] [route_recorder]: saved point 19: x=4.285, y=-0.072, yaw=-0.076, mode=straight
